Days Since 2010, Injected, Date, Day, Weight (lb), Weight (2023),Delta,Delta 2023
3882,true,2020-09-19,09-19,451.2,,-20.5,
3883,true,2020-09-20,09-20,451.3,,-20.399999999999977,
3884,true,2020-09-21,09-21,451.3,,-20.399999999999977,
3885,true,2020-09-22,09-22,451.4,,-20.30000000000001,
3886,true,2020-09-23,09-23,451.5,,-20.19999999999999,
3887,true,2020-09-24,09-24,451.6,,-20.099999999999966,
3888,true,2020-09-25,09-25,451.6,,-20.099999999999966,
3889,true,2020-09-26,09-26,451.7,,-20,
3890,true,2020-09-27,09-27,451.8,,-19.899999999999977,
3891,true,2020-09-28,09-28,451.9,,-19.80000000000001,
3892,true,2020-09-29,09-29,452,,-19.69999999999999,
3893,true,2020-09-30,09-30,452,,-19.69999999999999,
3894,true,2020-10-01,10-01,452.1,,-19.599999999999966,
3895,true,2020-10-02,10-02,452.2,,-19.5,
3896,true,2020-10-03,10-03,452.3,,-19.399999999999977,
3897,true,2020-10-04,10-04,452.4,,-19.30000000000001,
3898,true,2020-10-05,10-05,452.4,,-19.30000000000001,
3899,true,2020-10-06,10-06,452.5,,-19.19999999999999,
3900,true,2020-10-07,10-07,452.6,,-19.099999999999966,
3901,true,2020-10-08,10-08,452.7,,-19,
3902,true,2020-10-09,10-09,452.8,,-18.899999999999977,
3903,true,2020-10-10,10-10,452.8,,-18.899999999999977,
3904,true,2020-10-11,10-11,452.9,,-18.80000000000001,
3905,true,2020-10-12,10-12,453,,-18.69999999999999,
3906,true,2020-10-13,10-13,453.1,,-18.599999999999966,
3907,true,2020-10-14,10-14,453.2,,-18.5,
3908,true,2020-10-15,10-15,453.2,,-18.5,
3909,true,2020-10-16,10-16,453.3,,-18.399999999999977,
3910,true,2020-10-17,10-17,453.4,,-18.30000000000001,
3911,true,2020-10-18,10-18,453.5,,-18.19999999999999,
3912,true,2020-10-19,10-19,453.6,,-18.099999999999966,
3913,true,2020-10-20,10-20,453.6,,-18.099999999999966,
3914,true,2020-10-21,10-21,453.7,,-18,
3915,true,2020-10-22,10-22,453.8,,-17.899999999999977,
3916,true,2020-10-23,10-23,453.9,,-17.80000000000001,
3917,true,2020-10-24,10-24,454,,-17.69999999999999,
3918,true,2020-10-25,10-25,454,,-17.69999999999999,
3919,true,2020-10-26,10-26,454.1,,-17.599999999999966,
3920,true,2020-10-27,10-27,454.2,,-17.5,
3921,true,2020-10-28,10-28,454.3,,-17.399999999999977,
3922,true,2020-10-29,10-29,454.4,,-17.30000000000001,
3923,true,2020-10-30,10-30,454.4,,-17.30000000000001,
3924,true,2020-10-31,10-31,454.5,,-17.19999999999999,
3925,true,2020-11-01,11-01,454.6,,-17.099999999999966,
3926,true,2020-11-02,11-02,454.7,,-17,
3927,true,2020-11-03,11-03,454.8,,-16.899999999999977,
3928,true,2020-11-04,11-04,454.8,,-16.899999999999977,
3929,true,2020-11-05,11-05,454.9,,-16.80000000000001,
3930,true,2020-11-06,11-06,455,,-16.69999999999999,
3931,true,2020-11-07,11-07,455.1,,-16.599999999999966,
3932,true,2020-11-08,11-08,455.2,,-16.5,
3933,true,2020-11-09,11-09,455.2,,-16.5,
3934,true,2020-11-10,11-10,455.3,,-16.399999999999977,
3935,true,2020-11-11,11-11,455.4,,-16.30000000000001,
3936,true,2020-11-12,11-12,455.5,,-16.19999999999999,
3937,true,2020-11-13,11-13,455.5,,-16.19999999999999,
3938,true,2020-11-14,11-14,455.6,,-16.099999999999966,
3939,true,2020-11-15,11-15,455.7,,-16,
3940,true,2020-11-16,11-16,455.8,,-15.899999999999977,
3941,true,2020-11-17,11-17,455.9,,-15.800000000000011,
3942,true,2020-11-18,11-18,455.9,,-15.800000000000011,
3943,true,2020-11-19,11-19,456,,-15.699999999999989,
3944,true,2020-11-20,11-20,456.1,,-15.599999999999966,
3945,true,2020-11-21,11-21,456.2,,-15.5,
3946,true,2020-11-22,11-22,456.3,,-15.399999999999977,
3947,true,2020-11-23,11-23,456.3,,-15.399999999999977,
3948,true,2020-11-24,11-24,456.4,,-15.300000000000011,
3949,true,2020-11-25,11-25,456.5,,-15.199999999999989,
3950,true,2020-11-26,11-26,456.6,,-15.099999999999966,
3951,true,2020-11-27,11-27,456.7,,-15,
3952,true,2020-11-28,11-28,456.7,,-15,
3953,true,2020-11-29,11-29,456.8,,-14.899999999999977,
3954,true,2020-11-30,11-30,456.9,,-14.800000000000011,
3955,true,2020-12-01,12-01,457,,-14.699999999999989,
3956,true,2020-12-02,12-02,457.1,,-14.599999999999966,
3957,true,2020-12-03,12-03,457.1,,-14.599999999999966,
3958,true,2020-12-04,12-04,457.2,,-14.5,
3959,true,2020-12-05,12-05,457.3,,-14.399999999999977,
3960,true,2020-12-06,12-06,457.4,,-14.300000000000011,
3961,true,2020-12-07,12-07,457.5,,-14.199999999999989,
3962,true,2020-12-08,12-08,457.5,,-14.199999999999989,
3963,true,2020-12-09,12-09,457.6,,-14.099999999999966,
3964,true,2020-12-10,12-10,457.7,,-14,
3965,true,2020-12-11,12-11,457.8,,-13.899999999999977,
3966,true,2020-12-12,12-12,457.9,,-13.800000000000011,
3967,true,2020-12-13,12-13,457.9,,-13.800000000000011,
3968,true,2020-12-14,12-14,458,,-13.699999999999989,
3969,true,2020-12-15,12-15,458.1,,-13.599999999999966,
3970,true,2020-12-16,12-16,458.2,,-13.5,
3971,true,2020-12-17,12-17,458.3,,-13.399999999999977,
3972,true,2020-12-18,12-18,458.3,,-13.399999999999977,
3973,true,2020-12-19,12-19,458.4,,-13.300000000000011,
3974,true,2020-12-20,12-20,458.5,,-13.199999999999989,
3975,true,2020-12-21,12-21,458.6,,-13.099999999999966,
3976,true,2020-12-22,12-22,458.7,,-13,
3977,true,2020-12-23,12-23,458.7,,-13,
3978,true,2020-12-24,12-24,458.8,,-12.899999999999977,
3979,true,2020-12-25,12-25,458.9,,-12.800000000000011,
3980,true,2020-12-26,12-26,459,,-12.699999999999989,
3981,true,2020-12-27,12-27,459,,-12.699999999999989,
3982,true,2020-12-28,12-28,459.1,,-12.599999999999966,
3983,true,2020-12-29,12-29,459.2,,-12.5,
3984,true,2020-12-30,12-30,459.3,,-12.399999999999977,
3985,true,2020-12-31,12-31,459.4,,-12.300000000000011,
3986,true,2021-01-01,01-01,459.4,,-12.300000000000011,
3987,true,2021-01-02,01-02,459.5,,-12.199999999999989,
3988,true,2021-01-03,01-03,459.6,,-12.099999999999966,
3989,true,2021-01-04,01-04,459.7,,-12,
3990,true,2021-01-05,01-05,459.8,,-11.899999999999977,
3991,true,2021-01-06,01-06,459.8,,-11.899999999999977,
3992,true,2021-01-07,01-07,459.9,,-11.800000000000011,
3993,true,2021-01-08,01-08,460,,-11.699999999999989,
3994,true,2021-01-09,01-09,460.1,,-11.599999999999966,
3995,true,2021-01-10,01-10,460.2,,-11.5,
3996,true,2021-01-11,01-11,460.2,,-11.5,
3997,true,2021-01-12,01-12,460.3,,-11.399999999999977,
3998,true,2021-01-13,01-13,460.4,,-11.300000000000011,
3999,true,2021-01-14,01-14,460.5,,-11.199999999999989,
4000,true,2021-01-15,01-15,460.6,,-11.099999999999966,
4001,true,2021-01-16,01-16,460.6,,-11.099999999999966,
4002,true,2021-01-17,01-17,460.7,,-11,
4004,,2021-01-18,01-18,460.8,,-10.899999999999977,
4005,,2021-01-19,01-19,459,,-12.699999999999989,
4005,true,2021-01-20,01-20,459.4,,-12.300000000000011,
4006,true,2021-01-21,01-21,459.9,,-11.800000000000011,
4007,true,2021-01-22,01-22,460.3,,-11.399999999999977,
4008,true,2021-01-23,01-23,460.7,,-11,
4009,true,2021-01-24,01-24,461.1,,-10.599999999999966,
4010,true,2021-01-25,01-25,461.6,,-10.099999999999966,
4011,true,2021-01-26,01-26,462,,-9.699999999999989,
4013,,2021-01-27,01-27,462.4,,-9.300000000000011,
4014,,2021-01-28,01-28,461.4,,-10.300000000000011,
4014,true,2021-01-29,01-29,460.9,,-10.800000000000011,
4015,true,2021-01-30,01-30,460.4,,-11.300000000000011,
4016,true,2021-01-31,01-31,459.8,,-11.899999999999977,
4017,true,2021-02-01,02-01,459.3,,-12.399999999999977,
4019,,2021-02-02,02-02,458.8,,-12.899999999999977,
4019,true,2021-02-03,02-03,459.9,,-11.800000000000011,
4021,,2021-02-04,02-04,460.9,,-10.800000000000011,
4021,true,2021-02-05,02-05,460.9,,-10.800000000000011,
4022,true,2021-02-06,02-06,460.9,,-10.800000000000011,
4023,true,2021-02-07,02-07,460.9,,-10.800000000000011,
4024,true,2021-02-08,02-08,460.9,,-10.800000000000011,
4025,true,2021-02-09,02-09,460.9,,-10.800000000000011,
4026,true,2021-02-10,02-10,460.8,,-10.899999999999977,
4027,true,2021-02-11,02-11,460.8,,-10.899999999999977,
4028,true,2021-02-12,02-12,460.8,,-10.899999999999977,
4029,true,2021-02-13,02-13,460.8,,-10.899999999999977,
4030,true,2021-02-14,02-14,460.8,,-10.899999999999977,
4031,true,2021-02-15,02-15,460.8,,-10.899999999999977,
4032,true,2021-02-16,02-16,460.8,,-10.899999999999977,
4033,true,2021-02-17,02-17,460.8,,-10.899999999999977,
4034,true,2021-02-18,02-18,460.8,,-10.899999999999977,
4035,true,2021-02-19,02-19,460.8,,-10.899999999999977,
4036,true,2021-02-20,02-20,460.7,,-11,
4037,true,2021-02-21,02-21,460.7,,-11,
4038,true,2021-02-22,02-22,460.7,,-11,
4039,true,2021-02-23,02-23,460.7,,-11,
4040,true,2021-02-24,02-24,460.7,,-11,
4041,true,2021-02-25,02-25,460.7,,-11,
4042,true,2021-02-26,02-26,460.7,,-11,
4043,true,2021-02-27,02-27,460.7,,-11,
4044,true,2021-02-28,02-28,460.7,,-11,
4045,true,2021-03-01,03-01,460.7,,-11,
4046,true,2021-03-02,03-02,460.6,,-11.099999999999966,
4047,true,2021-03-03,03-03,460.6,,-11.099999999999966,
4048,true,2021-03-04,03-04,460.6,,-11.099999999999966,
4049,true,2021-03-05,03-05,460.6,,-11.099999999999966,
4050,true,2021-03-06,03-06,460.6,,-11.099999999999966,
4051,true,2021-03-07,03-07,460.6,,-11.099999999999966,
4052,true,2021-03-08,03-08,460.6,,-11.099999999999966,
4053,true,2021-03-09,03-09,460.6,,-11.099999999999966,
4054,true,2021-03-10,03-10,460.6,,-11.099999999999966,
4055,true,2021-03-11,03-11,460.6,,-11.099999999999966,
4056,true,2021-03-12,03-12,460.6,,-11.099999999999966,
4057,true,2021-03-13,03-13,460.5,,-11.199999999999989,
4058,true,2021-03-14,03-14,460.5,,-11.199999999999989,
4059,true,2021-03-15,03-15,460.5,,-11.199999999999989,
4060,true,2021-03-16,03-16,460.5,,-11.199999999999989,
4061,true,2021-03-17,03-17,460.5,,-11.199999999999989,
4062,true,2021-03-18,03-18,460.5,,-11.199999999999989,
4063,true,2021-03-19,03-19,460.5,,-11.199999999999989,
4064,true,2021-03-20,03-20,460.5,,-11.199999999999989,
4065,true,2021-03-21,03-21,460.5,,-11.199999999999989,
4066,true,2021-03-22,03-22,460.5,,-11.199999999999989,
4067,true,2021-03-23,03-23,460.4,,-11.300000000000011,
4068,true,2021-03-24,03-24,460.4,,-11.300000000000011,
4069,true,2021-03-25,03-25,460.4,,-11.300000000000011,
4070,true,2021-03-26,03-26,460.4,,-11.300000000000011,
4071,true,2021-03-27,03-27,460.4,,-11.300000000000011,
4072,true,2021-03-28,03-28,460.4,,-11.300000000000011,
4073,true,2021-03-29,03-29,460.4,,-11.300000000000011,
4074,true,2021-03-30,03-30,460.4,,-11.300000000000011,
4075,true,2021-03-31,03-31,460.4,,-11.300000000000011,
4076,true,2021-04-01,04-01,460.4,,-11.300000000000011,
4077,true,2021-04-02,04-02,460.3,,-11.399999999999977,
4078,true,2021-04-03,04-03,460.3,,-11.399999999999977,
4079,true,2021-04-04,04-04,460.3,,-11.399999999999977,
4080,true,2021-04-05,04-05,460.3,,-11.399999999999977,
4081,true,2021-04-06,04-06,460.3,,-11.399999999999977,
4082,true,2021-04-07,04-07,460.3,,-11.399999999999977,
4083,true,2021-04-08,04-08,460.3,,-11.399999999999977,
4084,true,2021-04-09,04-09,460.3,,-11.399999999999977,
4085,true,2021-04-10,04-10,460.3,,-11.399999999999977,
4086,true,2021-04-11,04-11,460.3,,-11.399999999999977,
4087,true,2021-04-12,04-12,460.3,,-11.399999999999977,
4088,true,2021-04-13,04-13,460.2,,-11.5,
4089,true,2021-04-14,04-14,460.2,,-11.5,
4090,true,2021-04-15,04-15,460.2,,-11.5,
4091,true,2021-04-16,04-16,460.2,,-11.5,
4092,true,2021-04-17,04-17,460.2,,-11.5,
4093,true,2021-04-18,04-18,460.2,,-11.5,
4094,true,2021-04-19,04-19,460.2,,-11.5,
4095,true,2021-04-20,04-20,460.2,,-11.5,
4096,true,2021-04-21,04-21,460.2,,-11.5,
4097,true,2021-04-22,04-22,460.2,,-11.5,
4098,true,2021-04-23,04-23,460.1,,-11.599999999999966,
4099,true,2021-04-24,04-24,460.1,,-11.599999999999966,
4100,true,2021-04-25,04-25,460.1,,-11.599999999999966,
4101,true,2021-04-26,04-26,460.1,,-11.599999999999966,
4102,true,2021-04-27,04-27,460.1,,-11.599999999999966,
4103,true,2021-04-28,04-28,460.1,,-11.599999999999966,
4104,true,2021-04-29,04-29,460.1,,-11.599999999999966,
4105,true,2021-04-30,04-30,460.1,,-11.599999999999966,
4106,true,2021-05-01,05-01,460.1,,-11.599999999999966,
4107,true,2021-05-02,05-02,460.1,,-11.599999999999966,
4108,true,2021-05-03,05-03,460,,-11.699999999999989,
4109,true,2021-05-04,05-04,460,,-11.699999999999989,
4110,true,2021-05-05,05-05,460,,-11.699999999999989,
4111,true,2021-05-06,05-06,460,,-11.699999999999989,
4112,true,2021-05-07,05-07,460,,-11.699999999999989,
4113,true,2021-05-08,05-08,460,,-11.699999999999989,
4114,true,2021-05-09,05-09,460,,-11.699999999999989,
4115,true,2021-05-10,05-10,460,,-11.699999999999989,
4116,true,2021-05-11,05-11,460,,-11.699999999999989,
4117,true,2021-05-12,05-12,460,,-11.699999999999989,
4118,true,2021-05-13,05-13,460,,-11.699999999999989,
4119,true,2021-05-14,05-14,459.9,,-11.800000000000011,
4120,true,2021-05-15,05-15,459.9,,-11.800000000000011,
4121,true,2021-05-16,05-16,459.9,,-11.800000000000011,
4122,true,2021-05-17,05-17,459.9,,-11.800000000000011,
4123,true,2021-05-18,05-18,459.9,,-11.800000000000011,
4124,true,2021-05-19,05-19,459.9,,-11.800000000000011,
4125,true,2021-05-20,05-20,459.9,,-11.800000000000011,
4126,true,2021-05-21,05-21,459.9,,-11.800000000000011,
4127,true,2021-05-22,05-22,459.9,,-11.800000000000011,
4128,true,2021-05-23,05-23,459.9,,-11.800000000000011,
4129,true,2021-05-24,05-24,459.8,,-11.899999999999977,
4130,true,2021-05-25,05-25,459.8,,-11.899999999999977,
4131,true,2021-05-26,05-26,459.8,,-11.899999999999977,
4132,true,2021-05-27,05-27,459.8,,-11.899999999999977,
4133,true,2021-05-28,05-28,459.8,,-11.899999999999977,
4134,true,2021-05-29,05-29,459.8,,-11.899999999999977,
4135,true,2021-05-30,05-30,459.8,,-11.899999999999977,
4136,true,2021-05-31,05-31,459.8,,-11.899999999999977,
4137,true,2021-06-01,06-01,459.8,,-11.899999999999977,
4138,true,2021-06-02,06-02,459.8,,-11.899999999999977,
4139,true,2021-06-03,06-03,459.7,,-12,
4140,true,2021-06-04,06-04,459.7,,-12,
4141,true,2021-06-05,06-05,459.7,,-12,
4142,true,2021-06-06,06-06,459.7,,-12,
4143,true,2021-06-07,06-07,459.7,,-12,
4144,true,2021-06-08,06-08,459.7,,-12,
4145,true,2021-06-09,06-09,459.7,,-12,
4146,true,2021-06-10,06-10,459.7,,-12,
4147,true,2021-06-11,06-11,459.7,,-12,
4148,true,2021-06-12,06-12,459.7,,-12,
4149,true,2021-06-13,06-13,459.7,,-12,
4150,true,2021-06-14,06-14,459.6,,-12.099999999999966,
4151,true,2021-06-15,06-15,459.6,,-12.099999999999966,
4152,true,2021-06-16,06-16,459.6,,-12.099999999999966,
4153,true,2021-06-17,06-17,459.6,,-12.099999999999966,
4154,true,2021-06-18,06-18,459.6,,-12.099999999999966,
4155,true,2021-06-19,06-19,459.6,,-12.099999999999966,
4156,true,2021-06-20,06-20,459.6,,-12.099999999999966,
4157,true,2021-06-21,06-21,459.6,,-12.099999999999966,
4158,true,2021-06-22,06-22,459.6,,-12.099999999999966,
4159,true,2021-06-23,06-23,459.6,,-12.099999999999966,
4160,true,2021-06-24,06-24,459.5,,-12.199999999999989,
4161,true,2021-06-25,06-25,459.5,,-12.199999999999989,
4162,true,2021-06-26,06-26,459.5,,-12.199999999999989,
4163,true,2021-06-27,06-27,459.5,,-12.199999999999989,
4164,true,2021-06-28,06-28,459.5,,-12.199999999999989,
4165,true,2021-06-29,06-29,459.5,,-12.199999999999989,
4166,true,2021-06-30,06-30,459.5,,-12.199999999999989,
4167,true,2021-07-01,07-01,459.5,,-12.199999999999989,
4168,true,2021-07-02,07-02,459.5,,-12.199999999999989,
4169,true,2021-07-03,07-03,459.5,,-12.199999999999989,
4170,true,2021-07-04,07-04,459.4,,-12.300000000000011,
4171,true,2021-07-05,07-05,459.4,,-12.300000000000011,
4172,true,2021-07-06,07-06,459.4,,-12.300000000000011,
4173,true,2021-07-07,07-07,459.4,,-12.300000000000011,
4174,true,2021-07-08,07-08,459.4,,-12.300000000000011,
4176,,2021-07-09,07-09,459.4,,-12.300000000000011,
4177,,2021-07-10,07-10,458,,-13.699999999999989,
4178,,2021-07-11,07-11,457.3,,-14.399999999999977,
4179,,2021-07-12,07-12,458,,-13.699999999999989,
4180,,2021-07-13,07-13,457.3,,-14.399999999999977,
4181,,2021-07-14,07-14,457.1,,-14.599999999999966,
4182,,2021-07-15,07-15,455.5,,-16.19999999999999,
4183,,2021-07-16,07-16,453.8,,-17.899999999999977,
4184,,2021-07-17,07-17,458.1,,-13.599999999999966,
4185,,2021-07-18,07-18,456.7,,-15,
4186,,2021-07-19,07-19,458,,-13.699999999999989,
4187,,2021-07-20,07-20,456.4,,-15.300000000000011,
4188,,2021-07-21,07-21,455.9,,-15.800000000000011,
4188,true,2021-07-22,07-22,456.6,,-15.099999999999966,
4190,,2021-07-23,07-23,457.2,,-14.5,
4190,true,2021-07-24,07-24,456.7,,-15,
4191,true,2021-07-25,07-25,456.2,,-15.5,
4193,,2021-07-26,07-26,455.7,,-16,
4194,,2021-07-27,07-27,456.6,,-15.099999999999966,
4195,,2021-07-28,07-28,459,,-12.699999999999989,
4196,,2021-07-29,07-29,455.4,,-16.30000000000001,
4197,,2021-07-30,07-30,458.3,,-13.399999999999977,
4197,true,2021-07-31,07-31,458.1,,-13.599999999999966,
4199,,2021-08-01,08-01,457.9,,-13.800000000000011,
4200,,2021-08-02,08-02,456.9,,-14.800000000000011,
4201,,2021-08-03,08-03,455.6,,-16.099999999999966,
4201,true,2021-08-04,08-04,455.1,,-16.599999999999966,
4203,,2021-08-05,08-05,454.6,,-17.099999999999966,
4204,,2021-08-06,08-06,459.9,,-11.800000000000011,
4204,true,2021-08-07,08-07,459.6,,-12.099999999999966,
4205,true,2021-08-08,08-08,459.2,,-12.5,
4206,true,2021-08-09,08-09,458.9,,-12.800000000000011,
4207,true,2021-08-10,08-10,458.6,,-13.099999999999966,
4208,true,2021-08-11,08-11,458.3,,-13.399999999999977,
4209,true,2021-08-12,08-12,457.9,,-13.800000000000011,
4211,,2021-08-13,08-13,457.6,,-14.099999999999966,
4212,,2021-08-14,08-14,461.1,,-10.599999999999966,
4213,,2021-08-15,08-15,458.8,,-12.899999999999977,
4214,,2021-08-16,08-16,459.8,,-11.899999999999977,
4215,,2021-08-17,08-17,458.1,,-13.599999999999966,
4215,true,2021-08-18,08-18,458.1,,-13.599999999999966,
4216,true,2021-08-19,08-19,458.1,,-13.599999999999966,
4217,true,2021-08-20,08-20,458.2,,-13.5,
4218,true,2021-08-21,08-21,458.2,,-13.5,
4219,true,2021-08-22,08-22,458.2,,-13.5,
4220,true,2021-08-23,08-23,458.2,,-13.5,
4221,true,2021-08-24,08-24,458.2,,-13.5,
4222,true,2021-08-25,08-25,458.2,,-13.5,
4223,true,2021-08-26,08-26,458.3,,-13.399999999999977,
4224,true,2021-08-27,08-27,458.3,,-13.399999999999977,
4225,true,2021-08-28,08-28,458.3,,-13.399999999999977,
4227,,2021-08-29,08-29,458.3,,-13.399999999999977,
4227,true,2021-08-30,08-30,457.9,,-13.800000000000011,
4229,,2021-08-31,08-31,457.5,,-14.199999999999989,
4229,true,2021-09-01,09-01,457.1,,-14.599999999999966,
4231,,2021-09-02,09-02,456.6,,-15.099999999999966,
4231,true,2021-09-03,09-03,456.7,,-15,
4232,true,2021-09-04,09-04,456.7,,-15,
4233,true,2021-09-05,09-05,456.8,,-14.899999999999977,
4234,true,2021-09-06,09-06,456.9,,-14.800000000000011,
4235,true,2021-09-07,09-07,456.9,,-14.800000000000011,
4236,true,2021-09-08,09-08,457,,-14.699999999999989,
4237,true,2021-09-09,09-09,457.1,,-14.599999999999966,
4238,true,2021-09-10,09-10,457.1,,-14.599999999999966,
4239,true,2021-09-11,09-11,457.2,,-14.5,
4240,true,2021-09-12,09-12,457.3,,-14.399999999999977,
4241,true,2021-09-13,09-13,457.3,,-14.399999999999977,
4242,true,2021-09-14,09-14,457.4,,-14.300000000000011,
4243,true,2021-09-15,09-15,457.5,,-14.199999999999989,
4244,true,2021-09-16,09-16,457.5,,-14.199999999999989,
4245,true,2021-09-17,09-17,457.6,,-14.099999999999966,
4246,true,2021-09-18,09-18,457.7,,-14,
4247,true,2021-09-19,09-19,457.8,,-13.899999999999977,
4248,true,2021-09-20,09-20,457.8,,-13.899999999999977,
4249,true,2021-09-21,09-21,457.9,,-13.800000000000011,
4250,true,2021-09-22,09-22,458,,-13.699999999999989,
4251,true,2021-09-23,09-23,458,,-13.699999999999989,
4252,true,2021-09-24,09-24,458.1,,-13.599999999999966,
4253,true,2021-09-25,09-25,458.2,,-13.5,
4254,true,2021-09-26,09-26,458.2,,-13.5,
4255,true,2021-09-27,09-27,458.3,,-13.399999999999977,
4256,true,2021-09-28,09-28,458.4,,-13.300000000000011,
4257,true,2021-09-29,09-29,458.4,,-13.300000000000011,
4258,true,2021-09-30,09-30,458.5,,-13.199999999999989,
4259,true,2021-10-01,10-01,458.6,,-13.099999999999966,
4260,true,2021-10-02,10-02,458.6,,-13.099999999999966,
4261,true,2021-10-03,10-03,458.7,,-13,
4262,true,2021-10-04,10-04,458.8,,-12.899999999999977,
4263,true,2021-10-05,10-05,458.8,,-12.899999999999977,
4264,true,2021-10-06,10-06,458.9,,-12.800000000000011,
4265,true,2021-10-07,10-07,459,,-12.699999999999989,
4266,true,2021-10-08,10-08,459,,-12.699999999999989,
4267,true,2021-10-09,10-09,459.1,,-12.599999999999966,
4268,true,2021-10-10,10-10,459.2,,-12.5,
4269,true,2021-10-11,10-11,459.2,,-12.5,
4270,true,2021-10-12,10-12,459.3,,-12.399999999999977,
4271,true,2021-10-13,10-13,459.4,,-12.300000000000011,
4272,true,2021-10-14,10-14,459.4,,-12.300000000000011,
4273,true,2021-10-15,10-15,459.5,,-12.199999999999989,
4274,true,2021-10-16,10-16,459.6,,-12.099999999999966,
4275,true,2021-10-17,10-17,459.7,,-12,
4276,true,2021-10-18,10-18,459.7,,-12,
4277,true,2021-10-19,10-19,459.8,,-11.899999999999977,
4278,true,2021-10-20,10-20,459.9,,-11.800000000000011,
4279,true,2021-10-21,10-21,459.9,,-11.800000000000011,
4280,true,2021-10-22,10-22,460,,-11.699999999999989,
4281,true,2021-10-23,10-23,460.1,,-11.599999999999966,
4282,true,2021-10-24,10-24,460.1,,-11.599999999999966,
4283,true,2021-10-25,10-25,460.2,,-11.5,
4284,true,2021-10-26,10-26,460.3,,-11.399999999999977,
4285,true,2021-10-27,10-27,460.3,,-11.399999999999977,
4286,true,2021-10-28,10-28,460.4,,-11.300000000000011,
4287,true,2021-10-29,10-29,460.5,,-11.199999999999989,
4288,true,2021-10-30,10-30,460.5,,-11.199999999999989,
4289,true,2021-10-31,10-31,460.6,,-11.099999999999966,
4290,true,2021-11-01,11-01,460.7,,-11,
4291,true,2021-11-02,11-02,460.7,,-11,
4292,true,2021-11-03,11-03,460.8,,-10.899999999999977,
4293,true,2021-11-04,11-04,460.9,,-10.800000000000011,
4294,true,2021-11-05,11-05,460.9,,-10.800000000000011,
4295,true,2021-11-06,11-06,461,,-10.699999999999989,
4296,true,2021-11-07,11-07,461.1,,-10.599999999999966,
4297,true,2021-11-08,11-08,461.1,,-10.599999999999966,
4298,true,2021-11-09,11-09,461.2,,-10.5,
4299,true,2021-11-10,11-10,461.3,,-10.399999999999977,
4300,true,2021-11-11,11-11,461.3,,-10.399999999999977,
4301,true,2021-11-12,11-12,461.4,,-10.300000000000011,
4302,true,2021-11-13,11-13,461.5,,-10.199999999999989,
4303,true,2021-11-14,11-14,461.5,,-10.199999999999989,
4304,true,2021-11-15,11-15,461.6,,-10.099999999999966,
4305,true,2021-11-16,11-16,461.7,,-10,
4306,true,2021-11-17,11-17,461.8,,-9.899999999999977,
4307,true,2021-11-18,11-18,461.8,,-9.899999999999977,
4308,true,2021-11-19,11-19,461.9,,-9.800000000000011,
4309,true,2021-11-20,11-20,462,,-9.699999999999989,
4310,true,2021-11-21,11-21,462,,-9.699999999999989,
4311,true,2021-11-22,11-22,462.1,,-9.599999999999966,
4312,true,2021-11-23,11-23,462.2,,-9.5,
4313,true,2021-11-24,11-24,462.2,,-9.5,
4314,true,2021-11-25,11-25,462.3,,-9.399999999999977,
4315,true,2021-11-26,11-26,462.4,,-9.300000000000011,
4316,true,2021-11-27,11-27,462.4,,-9.300000000000011,
4317,true,2021-11-28,11-28,462.5,,-9.199999999999989,
4318,true,2021-11-29,11-29,462.6,,-9.099999999999966,
4319,true,2021-11-30,11-30,462.6,,-9.099999999999966,
4320,true,2021-12-01,12-01,462.7,,-9,
4321,true,2021-12-02,12-02,462.8,,-8.899999999999977,
4322,true,2021-12-03,12-03,462.8,,-8.899999999999977,
4323,true,2021-12-04,12-04,462.9,,-8.800000000000011,
4324,true,2021-12-05,12-05,463,,-8.699999999999989,
4325,true,2021-12-06,12-06,463,,-8.699999999999989,
4326,true,2021-12-07,12-07,463.1,,-8.599999999999966,
4327,true,2021-12-08,12-08,463.2,,-8.5,
4328,true,2021-12-09,12-09,463.2,,-8.5,
4329,true,2021-12-10,12-10,463.3,,-8.399999999999977,
4330,true,2021-12-11,12-11,463.4,,-8.300000000000011,
4331,true,2021-12-12,12-12,463.4,,-8.300000000000011,
4332,true,2021-12-13,12-13,463.5,,-8.199999999999989,
4333,true,2021-12-14,12-14,463.6,,-8.099999999999966,
4334,true,2021-12-15,12-15,463.6,,-8.099999999999966,
4335,true,2021-12-16,12-16,463.7,,-8,
4336,true,2021-12-17,12-17,463.8,,-7.899999999999977,
4337,true,2021-12-18,12-18,463.9,,-7.800000000000011,
4338,true,2021-12-19,12-19,463.9,,-7.800000000000011,
4339,true,2021-12-20,12-20,464,,-7.699999999999989,
4340,true,2021-12-21,12-21,464.1,,-7.599999999999966,
4341,true,2021-12-22,12-22,464.1,,-7.599999999999966,
4342,true,2021-12-23,12-23,464.2,,-7.5,
4343,true,2021-12-24,12-24,464.3,,-7.399999999999977,
4344,true,2021-12-25,12-25,464.3,,-7.399999999999977,
4345,true,2021-12-26,12-26,464.4,,-7.300000000000011,
4346,true,2021-12-27,12-27,464.5,,-7.199999999999989,
4347,true,2021-12-28,12-28,464.5,,-7.199999999999989,
4348,true,2021-12-29,12-29,464.6,,-7.099999999999966,
4349,true,2021-12-30,12-30,464.7,,-7,
4350,true,2021-12-31,12-31,464.7,,-7,
